Gene_acc,Gene_id,logFC,logCPM,log_PValue,Desc
331,Tb927.2.1398,-1.173503283,3.907369651,42.19502253,M6 ribosomal RNA
332,Tb927.4.3520,-1.159831334,5.100061908,42.07100631,Amastin surface glycoprotein  putative
333,Tb927.6.185,-0.927972343,6.147112186,42.02939811,28S beta ribosomal RNA (fragment)
334,Tb927.10.13590,-0.551093738,6.569483189,41.9840441,hypothetical protein  conserved
335,Tb927.11.2930,0.566276984,6.711566667,41.95437142,membrane-associated protein  putative
336,TRY.370,-0.650981042,5.147271116,41.73026632,none
337,Tb927.6.4430,-0.530254297,5.524225042,41.71839464,homoserine kinase
338,KS17gene_1412a,0.76471351,4.365979668,41.68602799,none
339,Tb927.8.5870,0.617405634,5.82207932,41.62403606,hypothetical protein  conserved
340,TRY.202,-0.743323574,4.23961005,41.61590929,none
341,Tb927.7.6100,-0.467867338,6.279819679,41.56628369,hypothetical protein
342,Tb927.8.7750,-0.42983385,6.961039256,41.5133569,hypothetical protein  conserved
343,Tb927.8.6580,0.42355907,6.978546032,41.44543144,Succinate dehydrogenase [ubiquinone] flavoprotein subunit  mitochondrial
344,Tb11.v5.0469,-0.416579691,11.19272394,41.40242499,beta tubulin  putative
345,Tb927.10.12210,-0.659377526,4.753390819,41.26036425,ribulose-5-phosphate 3-epimerase  putative
346,Tb927.2.3580,-0.577143561,6.545283382,41.21173627,transcription elongation factor s-II  putative
347,TRY.960,0.682197544,4.922979657,41.17339133,none
348,Tb09_rRNA_2,-0.971331402,4.146082619,40.80608416,M1 ribosomal RNA
349,Tb927.1.2310,0.669872202,5.892307537,40.75034067,hypothetical protein
350,Tb927.3.4270,-0.442879565,7.199134734,40.7325862,hypothetical protein  conserved
351,Tb927.2.3370,-0.70112579,5.510314689,40.68142011,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative
352,Tb927.5.3540,-0.486986386,6.166603455,40.51935469,Meckelin (Transmembrane protein 67)  putative
353,Tb927.10.9440,-0.4562908,7.123534434,40.29409036,NADH dehydrogenase
354,Tb927.4.180,0.529290113,5.40971176,40.16739609,hypothetical protein
355,Tb927.10.10920,-0.52131814,7.236676587,40.12355015,heat shock protein  putative
356,Tb927.11.9000,-0.89610296,3.965367024,40.05894902,cation transporter  putative
357,Tb927.11.3980,0.436300338,7.367141303,40.02278076,metallo-peptidase  Clan ME  Family M16
358,Tb927.3.3449,-0.901866417,6.271645676,40.00066696,28S alpha ribosomal RNA
359,Tb927.7.4970,-0.596689164,5.299789812,39.78486216,glutamine synthetase  putative
360,Tb10.v4.0128,-0.942717864,6.361766526,39.55983201,hypothetical protein
361,Tb927.2.4610,-0.445843819,6.570427679,39.54785414,branched-chain amino acid aminotransferase  putative
362,Tb927.3.3426,-1.172457393,3.635069352,39.43044464,M2 ribosomal RNA
363,KS17gene_3156a,-0.961785864,4.307813572,39.42294798,none
364,Tb11.v5.0238,-0.546576535,5.204354171,39.37868387,Kinesin associated protein  putative
365,Tb927.2.5970,-0.493121413,6.488370073,39.33404023,hypothetical protein  conserved
366,Tb927.10.15960,-0.593713897,4.902505392,39.31190928,hypothetical protein  conserved
367,KS17gene_8281a,-0.624286548,4.984361556,39.24063805,none
368,Tb927.10.8470,-0.602931348,6.688801362,39.16914391,glucose transporter  putative
369,Tb927.9.4230,-0.504971739,7.132196995,39.13125173,fatty acyl CoA synthetase 4
370,Tb927.3.3445,-1.16232444,3.028972356,39.11013489,M6 ribosomal RNA
371,Tb8.NT.128,-0.485990589,5.773958709,39.06072402,Noncoding RNA  putative
372,Tb927.10.5710,-0.606394026,5.273454685,38.95007418,hypothetical protein  conserved
373,Tb927.3.5670,0.690040017,4.158961404,38.92930713,hypothetical protein
374,Tb927.3.3455,-1.317055761,2.250113052,38.7541013,M4 ribosomal RNA
375,KS17gene_7626a,0.493069204,5.34736762,38.61705017,none
376,Tb927.10.12850,-0.500488054,8.647657517,38.50859465,ttaggg binding factor
377,Tb927.4.3950,-0.55155063,7.241661194,38.45196402,cytoskeleton-associated protein CAP5.5  putative
378,Tb927.8.3820,0.414101995,7.876595246,38.41522074,Stress granule protein
379,Tb927.8.2480,0.501164514,6.028594608,38.38275971,3-oxo-5-alpha-steroid 4-dehydrogenase-like  putative
380,Tb927.10.2110,-0.353252943,10.76342577,38.35746401,elongation factor 1-alpha
381,Tb927.10.8530,-0.576674031,5.162931551,38.18033191,glucose transporter 2A
382,Tb927.7.6888,-1.122440455,2.73212484,38.14310258,M4 ribosomal RNA
383,TRY.488,0.78838082,4.048527307,38.1091215,none
384,KS17gene_2165a,-0.766814885,5.076166192,38.04682937,none
385,Tb427VSG-6058,0.947507199,4.274962085,37.91190802,none
386,Tb927.9.14600,-0.552555837,5.017621262,37.90004523,iron/ascorbate oxidoreductase family protein  putative
387,Tb427VSG-6609,0.828708718,6.614339249,37.87788612,none
388,Tb927.7.2020,1.366362581,2.246061833,37.86736702,retrotransposon hot spot protein 7 (RHS7)  putative
389,tmp.1.30,-1.057673597,4.625560788,37.85868812,5.8S ribosomal RNA
390,Tb11.v5.0353,1.251582613,2.836280814,37.82379787,retrotransposon hot spot (RHS) protein  putative
391,Tb427VSG-531,1.261152303,3.006961603,37.82036849,none
392,MSTRG.988,-0.994680017,4.380088686,37.81882672,none
393,Tb927.11.10690,0.570305315,7.264025485,37.53884162,hypothetical protein  conserved
394,KS17gene_3946a,0.620395886,5.104347277,37.450027,none
395,Tb927.5.286b,0.581095553,5.265812371,37.44685173,adenosine transporter 1
396,TRY.10,-0.669672686,4.22536995,37.29296177,none
397,Tb427VSG-6386,0.967352894,4.950516308,37.18569696,none
398,TRY.737,0.472777677,6.098173053,37.16310645,none
399,Tb927.11.9130,0.437652529,6.847401441,37.05351078,Replication factor A protein 1
400,Tb927.1.4650,-0.436493089,7.668252654,36.98789883,cyclin-like F-box protein 2
401,Tb927.3.5550,0.452480271,6.773814048,36.87683493,intraflagellar transport protein 27
402,Tb927.8.5460,0.592876738,6.513249424,36.86775742,Flagellar calcium-binding 44 kDa protein
403,Tb927.7.2660,-0.764775825,7.932071227,36.82403675,zinc finger protein family member  putative
404,Tb927.10.10950,-0.545234207,6.974474197,36.72250428,heat shock protein  putative
405,Tb927.11.18670,-1.055244642,3.525327033,36.62882803,expression site-associated gene 9 (ESAG9)  putative (pseudogene)
406,Tb927.11.18700,-0.83595687,4.672530012,36.57989471,hypothetical protein  conserved
407,Tb927.10.10960,-0.529155824,6.982554793,36.49568807,heat shock protein  putative
408,KS17gene_2542a,-0.529265555,5.017621262,36.47587604,none
409,Tb927.10.10930,-0.554834557,6.611860429,36.43673907,heat shock protein  putative
410,Tb927.10.5190,-0.512482645,5.229043798,36.41609193,Kinesin associated protein  putative
411,Tb927.3.2460,0.565500637,5.245707254,36.37154392,hypothetical protein  conserved
412,Tb927.3.5690,0.469837761,6.254332447,36.32469786,hypothetical protein  conserved
413,Tb927.3.3441,-0.889528448,6.476297665,36.30821404,28S alpha ribosomal RNA
414,Tb927.8.870,-0.444754479,6.228863374,36.24624356,CAMK/CAMKL family protein kinase  putative
415,Tb927.2.1975,-0.771713105,8.206054541,36.23350179,28S beta ribosomal RNA
416,KS17gene_5333a,-0.510830287,6.017492197,36.21652168,none
417,Tb427.BES129.10,0.827735223,4.388332054,36.1919047,none
418,Tb927.10.10980,-0.5656284,6.617791881,36.15404538,heat shock protein 90  putative
419,Tb927.4.4880,-0.567758438,7.621452215,36.14527381,RING-variant domain containing protein  putative
420,MSTRG.866,0.467108866,5.459046117,36.05090044,none
421,Tb927.11.10120,-0.395824333,6.804087478,36.03043118,hypothetical protein  conserved
422,Tb927.8.1770,-0.382409198,7.190561571,36.02621813,hypothetical protein  conserved
423,Tb927.8.5570,-0.46969228,6.96975647,35.88988083,transporter  putative
424,Tb927.3.5660,0.399730979,6.587627929,35.86944935,UDP-GlcNAc:alpha3-D-mannoside beta-1 2-N-acetylglucosaminyltransferase I
425,Tb927.7.5920,0.459728778,5.720708857,35.82192368,mercaptopyruvate sulfurtransferase  putative
426,KS17gene_3341a,-0.629063294,4.892383883,35.75756434,none
427,TRY.992,0.423657818,6.68671538,35.71457707,none
428,MSTRG.214,-0.436713244,6.597771592,35.6460193,none
429,Tb927.4.1110,0.448849547,6.36272995,35.59013889,hypothetical protein  conserved
430,TRY.4,-0.949747529,3.209397507,35.583574,none
431,Tb927.9.740,0.654700776,4.874246767,35.49493803,hypothetical protein  conserved
432,Tb927.11.16080,0.413502875,6.575723081,35.49565838,Soluble NSF attachment protein  SNAP  putative
433,MSTRG.90,-0.552519804,7.52937106,35.32038411,none
434,Tb08.27P2.90,0.607768308,4.860689046,35.18423244,hypothetical protein
435,Tb09.v4.0112,-1.633471457,2.080307803,35.16064156,variant surface glycoprotein (VSG  pseudogene)  putative
436,Tb927.3.3432,-0.891960803,6.345668396,34.88203279,28S alpha ribosomal RNA
437,Tb927.10.1390,-0.489773565,7.128965105,34.80522784,Hypoxanthine-guanine-xanthine phosphoribosyltransferase
438,Tb927.7.7040,0.643781573,7.941659442,34.79031686,methylthioadenosine phosphorylase  putative
439,Tb927.3.1510,1.028494791,3.912735508,34.45405026,variant surface glycoprotein (VSG)-related  putative
440,Tb927.3.5810,-0.748569261,4.066658292,34.36621044,expression site-associated gene 2 (ESAG2) (pseudogene)
441,KS17gene_870a,0.527789451,5.138625646,34.24151898,none
442,Tb927.3.3436,-1.174008196,2.580199008,34.19305964,M6 ribosomal RNA
443,Tb927.7.6780,0.537382526,6.675564181,34.17183679,hypothetical protein
444,Tb927.7.5795,-0.749503926,5.109615028,34.04977587,hypothetical protein
445,Tb427.BES129.8,0.476816431,8.370377336,34.04522266,none
446,Tb927.9.10630,-0.492556618,5.317518889,33.72260355,hypothetical protein  conserved
447,Tb927.7.3440,0.449682917,6.910009535,33.72150407,I/6 autoantigen
448,Tb927.6.180,0.761196797,4.155988233,33.70968503,receptor-type adenylate cyclase GRESAG 4  putative
449,Tb927.5.1050,-0.426639483,6.051919417,33.70256134,hypothetical protein
450,Tb927.10.8490,-0.528573599,5.61599426,33.59239617,glucose transporter  putative
451,MSTRG.934,-0.622524055,4.881895452,33.56000933,none
452,TRY.956,-0.513378482,5.572966031,33.46869558,none
453,Tb927.9.1520,-0.51901451,5.473239598,33.35063467,hypothetical protein  conserved
454,Tb927.3.3423,-0.895805736,6.460851778,33.33496831,28S alpha ribosomal RNA
455,Tb927.11.4430,0.384084036,6.788681886,33.20813896,ferric reductase transmembrane protein  putative
456,Tb927.8.3730,-0.494813382,6.144168248,33.1609045,COPI associated protein  putative
457,Tb927.11.rRNA_1,-0.987244787,4.726441044,33.14037566,5.8S ribosomal RNA
458,Tb927.3.4830,0.401401975,6.328604093,33.04041093,hypothetical protein
459,Tb11.v5.0540,-0.429495126,7.057642651,33.03387616,amino acid transporter 8  putative
460,Tb11.v5.0668,-0.338521792,8.900660078,32.92559011,protein disulfide isomerase
461,Tb927.10.2090,-0.326210511,10.92588979,32.83067984,elongation factor 1-alpha
462,Tb927.8.550,0.544222558,6.091575105,32.79168494,peptide methionine sulfoxide reductase  putative
463,Tb927.10.1570,-0.625708532,4.746769018,32.77124953,Mitochondrial ATP synthase subunit c-2
464,MSTRG.359,1.214029142,2.358629478,32.73428623,none
465,Tb927.10.10940,-0.549691714,6.876621494,32.65676017,heat shock protein  putative
466,Tb927.10.9320,0.674100958,4.118269295,32.65507837,hypothetical protein  conserved
467,Tb927.5.620,0.439658076,5.517588881,32.58749701,invariant surface glycoprotein  putative
468,Tb09_rRNA_3,-1.069435614,3.673476842,32.52511607,28S alpha ribosomal RNA (fragment)
469,Tb927.6.3480,-0.543087901,5.573197898,32.51067085,RNA-binding protein  putative
470,MSTRG.848,-0.836565815,5.755120342,32.38627265,none
471,Tb927.3.5790,-0.457903912,5.256750839,32.35591,expression site-associated gene 9 (ESAG9) (pseudogene)
472,Tb927.11.16980,-0.407514437,5.87589646,32.32271902,chaperone protein DnaJ  putative
473,KS17gene_6398a,0.429419575,6.757702157,32.29713101,none
474,Tb927.10.15340,-0.60707756,4.495283931,32.28102137,hypothetical protein
475,MSTRG.953,1.065569235,2.470996486,32.21653912,none
476,Tb927.2.1434,-0.837362694,7.017162295,32.05414765,28S alpha ribosomal RNA
477,Tb11.v5.0543,-0.522420965,7.010053066,32.01864798,Heat shock protein 83  putative
478,TRY.201,-0.748908344,3.88743357,31.99265155,none
479,Tb927.11.10330,0.427464571,7.165640136,31.90184152,regulator of chromosome condensation 1-like protein
480,Tb927.7.4070,0.379155412,7.071687384,31.75166667,cysteine peptidase  Clan CA  family C2  putative
481,TRY.940,-0.754602296,4.65733281,31.70473939,none
482,Tb927.5.288b,-0.46922375,5.834504577,31.69449201,ribulose-phosphate 3-epimerase  putative
483,Tb927.9.15980,1.008339742,2.641542068,31.62847646,nucleoside transporter 1  putative
484,Tb927.10.14950,-0.408768961,5.716957398,31.52593317,Zinc finger CCCH domain-containing protein 40
485,Tb927.10.8500,-0.568267193,5.291961546,31.52665539,glucose transporter  putative
486,Tb427.BES129.9,0.476801035,6.495710389,31.48001616,none
487,Tb927.7.3600,0.584871436,5.824927767,31.40577901,emp24/gp25L/p24 family/GOLD  putative
488,Tb11.v5.0984,-0.534383606,4.825629829,31.38874035,hypothetical protein  conserved
489,Tb927.10.10890,-0.483716976,7.239817994,31.36239041,heat shock protein  putative
490,Tb927.10.4240,-0.557774684,5.645203971,31.15170552,hypothetical protein  conserved
491,Tb927.10.10900,-0.487333871,7.240025372,31.1257995,heat shock protein  putative
492,TRY.517,-0.596957817,4.560314643,31.10971543,none
493,Tb8.NT.18,0.84351027,3.309805207,31.09146828,Noncoding RNA  putative
494,Tb927.5.3510,0.446619057,7.407680416,31.00106438,structural maintenance of chromosome 3   putative
495,Tb927.9.10310,-0.360185568,7.538036269,30.96835345,mitochondrial carrier protein 11
496,Tb927.11.8260,0.390050788,6.680741484,30.91342554,carbonic anhydrase-like protein
497,KS17gene_2537a,0.450533968,6.488377832,30.83938592,none
498,Tb927.9.7950,-0.450864893,5.481319535,30.83483999,hypothetical protein
499,KS17gene_4377a,0.996943787,2.930419212,30.82416364,none
500,Tb927.9.15290,-0.473079281,6.066265701,30.68078552,CHAT domain containing protein  putative
501,Tb927.11.5860,0.502574472,4.820807842,30.62522093,AGC/RSK family serine/threonine kinase  putative
502,Tb11.v5.0305,-0.445397093,5.347175187,30.57632205,TFIID-like protein  putative
503,Tb05.5K5.240,-0.496677965,5.884299469,30.54156371,expression site-associated gene 3 (ESAG3) protein  putative
504,Tb11.v5.0332,-0.5225532,5.42070696,30.52069622,THT2A - glucose transporter  putative
505,Tb927.2.1540,-0.954890912,3.722548036,30.44609086,5.8S ribosomal RNA
506,Tb11.v5.0798,0.47053512,6.700596858,30.41191386,flagellar calcium-binding protein
507,Tb927.9.8720,0.414804785,7.25911405,30.26219374,fructose-1 6-bisphosphatase
508,Tb927.10.8520,-0.602172307,5.481798076,30.21006207,glucose transporter  putative
509,Tb927.10.10910,-0.538693179,6.926544372,30.199657,heat shock protein  putative
510,TRY.359,0.487739721,5.636678429,30.18733992,none
511,Tb11.v5.0281,-0.627037534,4.588673084,30.10486545,receptor-type adenylate cyclase GRESAG 4  putative
512,Tb927.10.13930,0.50054112,5.354914225,30.07715153,phosphatidic acid phosphatase  putative
513,KS17gene_1814a,-0.961371865,2.895407631,30.03133057,none
514,Tb11.v5.1046,-0.293262111,10.70073501,29.92788724,elongation factor 1-alpha  putative
515,Tb11.1000,-0.878328987,3.538896043,29.90687666,expression site-associated gene 9 (ESAG9) protein  putative
516,Tb927.2.960,0.477988258,6.848708405,29.83260093,hypothetical protein
517,Tb927.3.520,0.65670931,4.210742707,29.82939004,expression site-associated gene 1 (ESAG1) protein  putative
518,Tb927.4.4040,-0.355834654,7.747014922,29.81797638,hypothetical protein  conserved
519,Tb927.5.900,0.583345896,6.944782816,29.73225142,oligosaccharyl transferase subunit  putative
520,Tb927.10.9080,-0.412610233,6.212368394,29.61507285,pteridine transporter  putative
521,Tb927.6.184,-1.082969234,2.297723182,29.57141095,28S beta ribosomal RNA (fragment)
522,Tb927.9.7920,-0.720219042,4.657888246,29.56229351,hypothetical protein  conserved
523,Tb927.2.1443,-0.836641229,3.728152288,29.51864982,5.8S ribosomal RNA
524,TRY.369,-0.809290285,3.964312675,29.45597282,none
525,KS17gene_3297a,0.450546366,5.692062981,29.40466302,none
526,Tb927.7.5980,-0.502965925,5.388943817,29.3672036,protein associated with differentiation 6  putative
527,Tb927.11.15050,0.394477327,6.463638392,29.34609118,Cation efflux family  putative
528,Tb927.2.4930,0.359652468,6.481036637,29.33767595,esterase  putative
529,Tb927.11.12600,0.382075447,7.053041256,29.31345028,ATP-dependent DNA helicase  putative
530,Tb927.9.1350,0.347654343,7.016232371,29.28110748,hypothetical protein  conserved
531,Tb927.8.443,-1.224827993,2.307813712,29.26323526,M4 ribosomal RNA
532,Tb927.11.19800,-1.106299277,3.411799163,29.15837622,hypothetical protein
533,Tb927.5.1200,-0.428986565,5.833173278,29.07250479,exosome complex component CSL4
534,Tb927.9.730,-0.801218053,3.842404315,29.05649819,hypothetical protein  conserved
535,Tb927.10.1630,-0.388009256,6.717559089,28.83903624,atp-binding cassette sub-family e member 1
536,KS17gene_1467a,-0.464134871,5.411895725,28.83972412,none
537,Tb927.11.16510,-0.380468729,6.194106447,28.83187268,hypothetical protein  conserved
538,Tb427VSG-3233,0.432925255,5.676818869,28.8266506,none
539,Tb927.7.4920,-0.359547828,6.980707459,28.75049006,hypothetical protein  conserved
540,Tb927.4.3930,-0.418260745,7.487669288,28.61582346,amino acid transporter  putative
541,Tb927.8.7430,-0.869387414,3.50922188,28.55458689,ubiquinol-cytochrome c reductase  putative
542,KS17gene_6095a,0.60725347,4.15717508,28.48731549,none
543,KS17gene_1494a,-1.094282045,2.528804872,28.42031779,none
544,Tb927.4.720,-0.568746503,4.423100384,28.3699291,hypothetical protein  conserved
545,Tb927.2.380,0.334855815,7.837515133,28.32193279,retrotransposon hot spot protein 2 (RHS2)  putative
546,Tb927.11.5370,0.361437787,7.358781494,28.2954698,hypothetical protein  conserved
547,Tb11.v5.0559,0.576328521,6.353798511,28.27220012,oligosaccharyl transferase subunit  putative
548,Tb927.1.190,0.33365708,8.157892162,28.20897415,retrotransposon hot spot protein (RHS  pseudogene)  putative
549,Tb927.7.6860,0.345578323,6.847977607,28.15273887,expression site-associated gene 5 (ESAG5) protein  putative
550,tmp.1.100,-0.54172966,8.899020542,28.12487062,rRNA cluster
551,Tb927.11.14930,0.338242767,6.919501094,28.10857686,hypothetical protein  conserved
552,Tb927.8.4810,-0.400103405,5.84500839,28.09523955,prohibitin 1
553,Tb927.4.3320,-0.432538148,5.366715547,27.97373526,uracil phosphoribosyltransferase  putative
554,Tb927.10.1280,-0.546488753,4.866558459,27.96551586,Domain of unknown function (DUF4499)  putative
555,Tb927.10.8230,-0.306254538,9.512673132,27.774016,protein disulfide isomerase 2
556,Tb927.11.5090,0.670060152,4.547414462,27.76354026,aspartate aminotransferase  mitochondrial
557,Tb927.11.15660,0.460520207,5.729248301,27.71376836,hypothetical protein  conserved
558,Tb927.1.2360,-0.367800673,10.90853672,27.6665526,alpha tubulin
559,Tb927.11.15860,-0.340000197,7.537017978,27.62884577,L-Lysine transport protein  putative
560,KS17gene_4412a,-0.731582613,4.404946395,27.5244599,none
561,Tb927.2.1480,-1.426492684,1.739803847,27.30744614,M4 ribosomal RNA
562,tmp.1.80,-0.977889023,3.293500841,27.24721219,M6 ribosomal RNA
563,TRY.863,0.815950096,3.196859748,27.24011115,none
564,Tb11.v5.0282,-0.853869655,4.749737784,27.22723165,expression site-associated gene (ESAG) protein  putative
565,Tb927.6.1570,0.462507702,6.406460038,27.17825024,2-hydroxy-3-oxopropionate reductase  putative
566,Tb927.8.4060,0.324153567,8.211406547,27.15202965,Flagellum adhesion protein 2  putative
567,Tb927.10.9300,-0.432054302,6.060351606,27.12197726,adiponectin receptor protein 1
568,Tb427.BES129.11,0.552336661,6.672851106,27.08822604,none
569,Tb927.9.680,-0.690942052,4.026192874,27.02745611,expression site-associated gene 9 (ESAG9)  pseudogene
570,Tb927.2.1530,-0.862859633,7.047268804,26.991518,28S alpha ribosomal RNA
571,Tb927.6.2930,-0.368360788,6.144882391,26.88761941,ATPase family associated with various cellular activities (AAA)  putative
572,Tb927.7.280,-0.439402086,5.156969888,26.84175666,cyclophilin-type peptidyl-prolyl cis-trans isomerase  putative
573,Tb927.9.12870,0.569555112,4.578974651,26.82949806,trafficking protein particle complex subunit 1  putative
574,Tb927.10.9310,0.378032415,5.968075074,26.80480589,Haemolysin-III related  putative
575,Tb927.9.12960,-0.485329162,6.293950642,26.70332732,transporter  putative
576,Tb927.9.10340,0.430388164,5.327615883,26.6331824,Polyamine transporter 1  putative
577,Tb11.v5.0331,-0.554597688,4.991678499,26.54289238,THT1 - hexose transporter  putative
578,Tb927.5.4600,-0.532040409,4.544918199,26.49823986,expression site-associated gene 3 (ESAG3) protein  putative
579,Tb927.3.3060,-0.409287927,5.872284978,26.41000621,hypothetical protein  conserved
580,Tb927.9.14130,-0.342791593,6.425685441,26.40445074,hypothetical protein  conserved
581,Tb927.1.3360,0.889367616,3.01609481,26.37479438,hypothetical protein
582,Tb927.4.4860,-0.380851134,7.108470877,26.36136136,amino acid transporter 8  putative
583,Tb927.9.3290,0.499607704,5.558796089,26.25269136,4F5 protein family  putative
584,Tb10.v4.0217,-0.572286828,5.477975701,26.22553986,hypothetical protein
585,MSTRG.358,1.144247957,2.08354675,26.15530677,none
586,Tb927.4.4990,-0.609374163,4.995133405,26.08587821,ubiquinol-cytochrome c reductase  putative
587,Tb927.11.8990,-0.581481219,5.1852568,26.04744133,cation transporter  putative
588,Tb11.v5.0178,-0.543217158,5.589722798,26.04791103,glutamine synthetase  putative
589,Tb927.11.15840,-0.33680175,8.24799712,25.94061708,L-Lysine transport protein  putative
590,Tb927.1.2380,-0.355473149,10.91056349,25.91399604,alpha tubulin
591,Tb927.7.840,-0.399415087,5.816215798,25.89559629,Mitochondrial ATP synthase subunit  putative
592,MSTRG.804,-0.412996952,5.962323165,25.82920828,none
593,Tb927.9.10360,-0.65554817,4.678350855,25.80064411,Cytosolic iron-sulfur protein assembly 2A  putative
594,Tb927.8.1950,0.367449777,7.006669308,25.79306575,hypothetical protein  conserved
595,Tb927.9.11670,0.342386934,6.630730302,25.78063624,hypothetical protein  conserved
596,Tb11.v5.0560,-0.333720658,6.459135267,25.7732554,leucine-rich repeat protein (LRRP)  putative
597,Tb927.3.2720,0.379019448,5.741221591,25.6387183,hypothetical protein
598,Tb927.11.1330,0.403673908,5.773127105,25.55016605,Stress responsive A/B Barrel Domain  putative
599,Tb927.7.6790,0.400500513,5.711339101,25.52797734,hypothetical protein  conserved
600,Tb927.7.7210,-0.479571262,6.37485595,25.49262986,Present in the outer mitochondrial membrane proteome 37
601,Tb927.1.490,0.605208078,4.395036668,25.47448527,hypothetical protein
602,Tb05.5K5.270,-0.788360047,3.036065723,25.44956501,expression site-associated gene 9 (ESAG9)  frameshift
603,Tb927.10.2100,-0.275602857,10.62133878,25.36280176,elongation factor 1-alpha
604,Tb927.8.1740,-0.377908036,6.684025389,25.26935147,Mitochondrial import inner membrane translocase subunit TIM62
605,Tb927.9.15460,-0.32014719,7.980304696,25.23438582,calcium motive p-type ATPase  putative
606,Tb927.9.7370,-0.701207848,3.776988018,25.2344743,expression site-associated gene 9 (ESAG9) protein  putative
607,Tb11.v5.0404,0.308520962,8.75844348,25.223691,hypothetical protein  conserved
608,Tb927.11.14020,-0.486857999,9.534121389,25.22259698,nuclear RNA binding domain 2
609,Tb927.7.1960,1.187881112,1.845460941,25.1500904,retrotransposon hot spot protein 7 (RHS7)  putative
610,Tb927.2.1953,-0.829316223,6.788316263,25.13375077,28S alpha ribosomal RNA
611,Tb927.10.10230,1.174235225,3.111869321,25.04360716,procyclin-associated gene 5 (PAG5) protein
612,Tb927.3.5180,-0.332574068,8.556205532,25.03486336,ADF/Cofilin
613,Tb927.11.11410,-0.540452557,4.467841454,25.02895279,trans-sialidase  putative
614,Tb927.11.13740,-0.483776401,6.589102169,25.01509489,procyclic-enriched flagellar receptor adenylate cyclase 5
615,Tb927.11.4450,-0.389721625,7.130292715,24.95439609,ALBA-Domain Protein
616,Tb927.7.300,0.41203678,7.531189711,24.92210719,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative
617,Tb927.4.1510,0.329130841,7.320963112,24.91733524,phospholipid-translocating ATPase  putative
618,Tb927.4.2740,-0.347093704,8.18424462,24.89002448,p25-alpha  putative
619,Tb927.9.3170,0.398454605,5.557413109,24.88435346,cytochrome oxidase subunit V
620,TRY.827,-0.433696542,5.379047479,24.86398091,none
621,Tb927.6.4180,0.330512615,7.126055727,24.7904144,FUN14 family  putative
622,Tb927.10.14030,0.359095052,7.572638381,24.7601061,hypothetical protein  conserved
623,MSTRG.481,0.546781508,4.484416146,24.74051614,none
624,Tb927.2.5630,-0.581700824,6.196656429,24.69754021,hypothetical protein  conserved
625,Tb927.11.12850,0.30654609,8.062908663,24.62099834,oligopeptidase b
626,Tb927.8.4640,0.388418933,6.830922685,24.60729571,Component of motile flagella 19
627,Tb927.5.3920,0.426022029,5.483174936,24.55594111,Peroxisome biogenesis factor 6
628,Tb427VSG-7370,1.079744206,3.000023701,24.51834896,none
629,Tb927.10.14000,-0.392020822,6.896274274,24.50771718,aconitase
630,Tb927.10.13410,-0.74159033,3.591949609,24.49884571,hypothetical protein
631,KS17gene_265a,0.397751169,6.593653676,24.46443977,none
632,MSTRG.774,0.50525373,4.619677543,24.45298403,none
633,Tb927.10.11030,-0.342009199,6.577576363,24.42620773,Archaic translocase of outer membrane 11 kDa subunit
634,Tb927.6.1530,-0.404896299,6.658710806,24.39555344,Glutamine amidotransferase class-I  putative
635,Tb927.10.13080,-0.581302788,4.404413244,24.3628081,hypothetical protein
636,Tb927.1.700,-0.354053315,8.694273345,24.33761486,phosphoglycerate kinase
637,Tb927.9.11580,0.579609811,8.163650996,24.32611434,glycosomal membrane protein
638,Tb927.11.9120,0.417599355,6.893819099,24.28938469,SNF2 family N-terminal domain/Ring finger domain containing protein  putative
639,Tb927.3.1380,-0.31545679,8.55226674,24.27925923,ATP synthase subunit beta  mitochondrial
640,Tb927.2.4090,-0.373519949,6.228761878,24.24647755,signal recognition particle receptor beta subunit  putative
641,Tb11.v5.0605,0.365649665,9.667358812,24.24109862,pyruvate kinase 1  putative
642,KS17gene_270a,0.766047175,3.362434564,24.22071897,none
643,Tb927.7.6350,-0.389206318,6.936305563,24.17494761,NADH dehydrogenase [ubiquinone] flavoprotein 2  mitochondrial
644,Tb927.7.6460,0.351568917,6.84232497,24.11771939,Defective in exine formation 1 homolog  putative
645,Tb927.6.3950,0.425908454,6.901498886,24.11341939,hypothetical protein  conserved
646,Tb927.5.4420,-0.385194234,6.303050409,24.10095491,nucleolar RNA helicase II  putative
647,Tb927.3.560,0.491931158,5.47561291,24.09323235,expression site-associated gene 11 (ESAG11) protein  putative
648,Tb927.11.16615,-0.510214733,5.947296539,24.03569923,Protein of unknown function (DUF2638)  putative
649,TRY.948,-0.556416891,4.993815994,24.03138594,none
650,KS17gene_895a,-0.35859649,6.297931675,24.01992931,none
651,TRY.177,-0.478901335,4.767917304,24.00819168,none
652,Tb927.3.5560,0.402064172,5.4681211,23.93906011,hypothetical protein  conserved
653,Tb927.11.5970,0.37190944,6.192884876,23.87542681,phosphoinositide-specific phospholipase C
654,Tb927.2.2160,0.352935963,7.330844343,23.84735657,paraflagellar rod component  putative
655,Tb927.2.5500,-0.62270543,5.158120358,23.83788995,hypothetical protein  conserved
